SKU,Description,Department,Class Name,Sub Class Name,dimx,dimy,dimz,weight,,Class,Conveyable Results,NSST Results,Override,Result,Zone,Daily Units,Daily Hits,Daily Cube,Slots,SKU,Min,Max,Heavy,Liquid,Ship-Ready,Bulk Locations,Desired Profile,Module,Slots,SKU,Min,Max,SKU Volume,Recalculated Max,Assigned Slot
1002598448,"GLENSFORD 48"" WHITE VANITY CABINET",029B,22 - VANITIES,8 - ASSEMBLED VANITIES,23.875,37.875,50.25,146.998,37.875,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.312328767,0.205479452,8.212971894,FALSE,1002598448,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1002598448,IGNORE,IGNORE,IGNORE,IGNORE,
1002691122,7.6 CU.FT RETRO REFRIGERATOR RED,029A,13 - REFRIGERATION,2 - COMPACT REFRIGERATOR,24.29,61.74,27.2,110.23,27.2,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.339726027,0.304109589,8.019515416,FALSE,1002691122,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1002691122,IGNORE,IGNORE,IGNORE,IGNORE,
1005964623,BOUNTY 12DR SAS WHITE,028I,4 - CLEANING,22 - PAPER,21.25,11.25,15,9,15,DFS,NC,CF,BK (Other),BK (Other),NONE,3.797260274,3.328767123,7.880056721,FALSE,1005964623,20,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1005964623,IGNORE,IGNORE,IGNORE,IGNORE,
1001301802,38GAL/4500W ELEC SHRT PERF BLKT N3,026P,10 - WATER HEATERS,8 - ELECTRIC,27.6875,37.3125,27.6875,129,27.6875,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.473972603,0.290410959,7.845693467,FALSE,1001301802,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1001301802,IGNORE,IGNORE,IGNORE,IGNORE,
1002279735,"24"" BASE CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,24.38,25.88,35.63,60.999,25.88,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.6,0.317808219,7.805869886,FALSE,1002279735,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1002279735,IGNORE,IGNORE,IGNORE,IGNORE,
405567,SC 175 FT. HOSE REEL MOBILE CART,028I,10 - WATERING,4 - HOSE REELS,22.036,26.813,26.125,9.71,26.125,DFS,NC,BULK (Clamp),BK (Other),BK (Other),NONE,0.865753425,0.663013699,7.733657793,FALSE,405567,24,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,405567,IGNORE,IGNORE,IGNORE,IGNORE,
1002493748,2300 PSI RYOBI ELECTRIC PW,028I,31 - PRESSURE WASHER,4 - ELECTRIC PRESSURE WASHER,21,21.85,18,55.21,21,DFS,3-Deep,BULK (Clamp),,3-Deep,CP2,1.61369863,1.608219178,7.712975171,1,1002493748,4,18,N,,Y,0,Pallet Flow,2,1,1002493748,4,18,8259.3,47,
902519,"HDX PLASTIC 5 SHELF STORAGE UNIT 24""",059S,16 - GARAGE/GENERAL ORGANIZE,6 - PLASTIC SHELVING,36,11.78,24.05,31.2,24.05,DFS,NC,BULK (Clamp),SR-NC,SR-NC,SR2,1.290410959,1.032876712,7.616354966,FALSE,902519,2,15,N,,N,0,SR,SR,1,902519,2,15,10199.124,15,
1004872786,"EVERDEAN 30"" WHITE VANITY COMBO",029B,22 - VANITIES,10 - VANITY COMBOS,20.94,39,32.25,107.999,32.25,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.498630137,0.287671233,7.599863442,FALSE,1004872786,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1004872786,IGNORE,IGNORE,IGNORE,IGNORE,
1004070835,NEXTILE WALL SYSTEM WHITE,029B,23 - TUBS AND SHOWERS,2 - TUBS,65.75,12,35.25,99,35.25,DFC,NC,D&P,,D&P,SR2,0.471232877,0.460273973,7.584517694,FALSE,1004070835,5,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1004070835,IGNORE,IGNORE,IGNORE,IGNORE,
625961,"HDX PLASTIC 5 SHELF STORAGE UNIT 18""",059S,16 - GARAGE/GENERAL ORGANIZE,6 - PLASTIC SHELVING,35.75,11.83,17.75,23.4,17.75,DFS,SR-CON,BULK (Clamp),SR-CON,SR-CON,SR2,1.745205479,0.912328767,7.581619382,FALSE,625961,3,20,N,,Y,0,SR,SR,1,625961,3,20,7506.874375,20,
1001779603,50 PD ASSEM R 6068 LOW-E SC HVHZ,30,28 - PATIO DOORS,8 - VINYL PATIO DOORS,6,81,74,80,74,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.361643836,0.230136986,7.526712329,FALSE,1001779603,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1001779603,IGNORE,IGNORE,IGNORE,IGNORE,
1001404760,"JM R30 KF 16""X48"" BATT INSUL 58.67SF",22,4 - INSULATION,2 - FIBERGLASS BATTS,50,16.5,19.5,25.65,19.5,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.802739726,0.035616438,7.473423231,FALSE,1001404760,24,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1001404760,IGNORE,IGNORE,IGNORE,IGNORE,
444866,TOTER 64GAL REFUSE/YARD WASTE CART,028I,4 - CLEANING,6 - OUTDOOR TRASH CANS,31.5,41.25,24.5,31.3,31.5,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.405479452,0.202739726,7.470087757,FALSE,444866,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,444866,IGNORE,IGNORE,IGNORE,IGNORE,
1002279727,"30"" SINK BASE CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,25.88,30.38,35.63,58.999,30.38,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.457534247,0.361643836,7.417332238,FALSE,1002279727,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1002279727,IGNORE,IGNORE,IGNORE,IGNORE,
1000027560,DELTA CLASSIC 400 60X32 TUB RH,029B,23 - TUBS AND SHOWERS,2 - TUBS,61,20,32.75,45,32.75,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.320547945,0.243835616,7.411743721,FALSE,1000027560,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1000027560,IGNORE,IGNORE,IGNORE,IGNORE,
1003450030,GENERAC 22KW STANDBY GENERATOR WIFI,028I,7 - GENERATORS,16 - WHOLE HOUSE GENERATORS,50,44,26.75,515,44,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.216438356,0.216438356,7.37117897,FALSE,1003450030,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1003450030,IGNORE,IGNORE,IGNORE,IGNORE,
1001263564,STEALTH 0.8GPF EL UHET AIO TOILET WH,029B,32 - TOILETS & SEATS,7 - TOILETS,30.7,28.54,16.73,100.99,28.54,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.852054795,0.210958904,7.22789894,FALSE,1001263564,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1001263564,IGNORE,IGNORE,IGNORE,IGNORE,
1004872801,"EVERDEAN 36"" WHITE VANITY COMBO",029B,22 - VANITIES,10 - VANITY COMBOS,22.06,39,39.25,120.999,39,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.367123288,0.230136986,7.17427421,FALSE,1004872801,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1004872801,IGNORE,IGNORE,IGNORE,IGNORE,
1005205473,80 GAL GEN V PLUS HYBRID 10Y WIFI,026P,10 - WATER HEATERS,8 - ELECTRIC,28.5625,80.9375,29.8125,273,29.8125,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.178082192,0.15890411,7.102662091,FALSE,1005205473,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1005205473,IGNORE,IGNORE,IGNORE,IGNORE,
480978,2 CU FT VIGORO RED COLORED MULCH,028O,19 - MULCH,3 - WOOD MULCH,24,36,2.75,40,24,DFS,NC,BULK (Clamp),BK (Other),BK (Other),NONE,5.145205479,0.221917808,7.074657534,FALSE,480978,80,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,480978,IGNORE,IGNORE,IGNORE,IGNORE,
1004159514,GB POWER FLUSH TOILET,029B,32 - TOILETS & SEATS,7 - TOILETS,31.34,27.91,18.59,99.3,27.91,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.747945205,0.435616438,7.038243094,FALSE,1004159514,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1004159514,IGNORE,IGNORE,IGNORE,IGNORE,
1000003640,"SLIDING SHOWER DOOR 60"" CLEAR",029B,23 - TUBS AND SHOWERS,5 - TUB & SHOWER DOORS,32.6,74.3,1.5,88,32.6,DFC,NC,D&P,,D&P,SR2,3.320547945,2.936986301,6.981740297,FALSE,1000003640,6.64109589,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000003640,IGNORE,IGNORE,IGNORE,IGNORE,
1005205475,PERFORMANCE PLATINUM 65 GAL. 10-YEAR,026P,10 - WATER HEATERS,8 - ELECTRIC,28.56,71,30.13,262,30.13,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.197260274,0.197260274,6.97447589,FALSE,1005205475,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1005205475,IGNORE,IGNORE,IGNORE,IGNORE,
1004769470,"DW 8-1/4"" COMPACT JOBSITE TABLESAW",025T,9 - PORTABLE POWER,23 - TABLE SAWS,26.75,27.25,14.188,53.4,26.75,DFC,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,1.156164384,1.150684932,6.919700874,FALSE,1004769470,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1004769470,IGNORE,IGNORE,IGNORE,IGNORE,
1002279718,"36"" BASE CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,36.38,25.88,35.63,81.999,35.63,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.356164384,0.230136986,6.914321013,FALSE,1002279718,5,See Con,N,,N,3,IGNORE,IGNORE,IGNORE,1002279718,IGNORE,IGNORE,IGNORE,IGNORE,
1000054844,SUNCAST STOW-AWAY 3X5 STRG SHED,028I,21 - STORAGE BUILDINGS,5 - SMALL PLASTIC STORAGE,46.4,71.5,13.4,144,46.4,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.268493151,0.252054795,6.90745865,FALSE,1000054844,5,See Con,N,,Y,3,IGNORE,IGNORE,IGNORE,1000054844,IGNORE,IGNORE,IGNORE,IGNORE,
1005205438,PROTERRA 80 GAL. 10-YEAR HYBRID HIGH,026P,10 - WATER HEATERS,8 - ELECTRIC,28.56,81,30.13,281,30.13,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.169863014,0.167123288,6.851685822,FALSE,1005205438,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1005205438,IGNORE,IGNORE,IGNORE,IGNORE,
1006108875,GF SANCTUARY CELLULOSE INSUL 25LB,22,4 - INSULATION,3 - LOOSE FILL INSULATION,25,12,16,25,16,DFS,NC,CF,BK (Other),BK (Other),NONE,2.457534247,0.043835616,6.826484018,FALSE,1006108875,42,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1006108875,IGNORE,IGNORE,IGNORE,IGNORE,
1004675601,GB AIO SS LAUNDRY SINK W/FAUCET,029B,21 - KITCHEN SINKS,21 - LAUNDRY TUBS,22.88,32.5,25.75,68,25.75,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.610958904,0.547945205,6.769940861,FALSE,1004675601,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004675601,IGNORE,IGNORE,IGNORE,IGNORE,
1004018351,"HIGHLINE ARC 2-PC, CH EB BISCUIT",029B,32 - TOILETS & SEATS,7 - TOILETS,30.8,26.95,16.5,100,26.95,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.846575342,0.780821918,6.709888556,FALSE,1004018351,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004018351,IGNORE,IGNORE,IGNORE,IGNORE,
1000027563,DELTA CLASSIC 400 60X32 TUB LH,029B,23 - TUBS AND SHOWERS,2 - TUBS,61,20,33.5,52,33.5,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.282191781,0.260273973,6.674292872,FALSE,1000027563,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1000027563,IGNORE,IGNORE,IGNORE,IGNORE,
1004872787,"EVERDEAN 36"" PEARL GRAY VANITY COMBO",029B,22 - VANITIES,10 - VANITY COMBOS,22.06,39,39.25,120.999,39,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.336986301,0.208219178,6.585341253,FALSE,1004872787,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004872787,IGNORE,IGNORE,IGNORE,IGNORE,
1000477508,BELLWETHER 5 FT. LEFT DRAIN BATHTUB,029B,23 - TUBS AND SHOWERS,2 - TUBS,72,23,44,325,44,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.156164384,0.156164384,6.584931507,FALSE,1000477508,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1000477508,IGNORE,IGNORE,IGNORE,IGNORE,
1002278867,"DW 15AMP 10"" JOBSITE TABLE SAW",025T,9 - PORTABLE POWER,23 - TABLE SAWS,31,30,24.5,113,30,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.498630137,0.495890411,6.574819254,FALSE,1002278867,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1002278867,IGNORE,IGNORE,IGNORE,IGNORE,
1001301793,30GAL/3800W ELEC SHRT PERF BLKT N3,026P,10 - WATER HEATERS,8 - ELECTRIC,30.6875,38.1875,31.3125,113,31.3125,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.309589041,0.183561644,6.574191055,FALSE,1001301793,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1001301793,IGNORE,IGNORE,IGNORE,IGNORE,
929602,RIDGID 16 GAL DETACH BLOWER W/D VAC,025T,14 - WET DRY VACS,11 - LARGE CAPACITY,19.1,24.8,19.9,27.6,19.9,DFS,3-Deep,SR-CON,,3-Deep,CP2,1.2,0.97260274,6.545994444,1,929602,4,16,N,,Y,0,Pallet Flow,2,1,929602,4,16,9426.232,41,
1001240215,HDX 17 GALLON TOUGH TOTE,059S,16 - GARAGE/GENERAL ORGANIZE,2 - STORAGE TOTES,27.25,14,18,5.5,18,DFS,NC,CF,SR-NC,SR-NC,SR2,1.632876712,0.104109589,6.488984018,FALSE,1001240215,4,22,N,,N,0,SR,SR,1,1001240215,4,22,6867,22,
1004921447,HMCF7W4 7.0 CU. FT. CHEST FREEZER WH,029A,13 - REFRIGERATION,10 - CHEST FREEZER,22.6,34.5,36.7,79.399,34.5,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.391780822,0.298630137,6.487733971,FALSE,1004921447,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004921447,IGNORE,IGNORE,IGNORE,IGNORE,
1000411363,BRINKHILL 48X21 SD VANITY CREAM,029B,22 - VANITIES,8 - ASSEMBLED VANITIES,24.88,37.88,51.25,144,37.88,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.230136986,0.145205479,6.432753349,FALSE,1000411363,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1000411363,IGNORE,IGNORE,IGNORE,IGNORE,
1003367002,HMM770B MC 0.7CU.FT. CT MICROWAVE BL,029A,15 - COOKING,11 - COUNTERTOP MICROWAVE OVN,15,11.49,19.2,22.6,15,DFS,3-Deep,SR-CON,,3-Deep,CP2,3.356164384,0.147945205,6.427054795,1,1003367002,7,45,N,,Y,0,Pallet Flow,2,1,1003367002,7,45,3309.12,117,
480479,SUNCAST LARGE VERTICAL SHED,028I,21 - STORAGE BUILDINGS,5 - SMALL PLASTIC STORAGE,34,71.25,11.75,94,34,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.38630137,0.336986301,6.363325842,FALSE,480479,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,480479,IGNORE,IGNORE,IGNORE,IGNORE,
314803,2'X4' #280 5TH AVE SQ CEILNG 64SF,023F,5 - CEILINGS,2 - PANELS,48,5,24,42,24,DFS,NC,D&P,,D&P,SR2,1.879452055,0.068493151,6.264840183,FALSE,314803,20,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,314803,IGNORE,IGNORE,IGNORE,IGNORE,
1002279730,"36"" X 30"" WALL CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,13.88,31.13,36.38,49.499,31.13,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.684931507,0.364383562,6.230669105,FALSE,1002279730,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002279730,IGNORE,IGNORE,IGNORE,IGNORE,
1000051141,70 FL SH 2-5 35 7/8X61 7/8 LOWESC IM,30,22 - WINDOWS,3 - VINYL WINDOWS,4,61.8,35.8,40.57,35.8,DFS,NC,D&P,,D&P,SR2,1.197260274,0.210958904,6.131635464,FALSE,1000051141,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000051141,IGNORE,IGNORE,IGNORE,IGNORE,
1000051138,70 FL SH 2-4 35 7/8X49 1/2 LOWESC IM,30,22 - WINDOWS,3 - VINYL WINDOWS,4,49.5,35.875,34.12,35.875,DFS,NC,D&P,,D&P,SR2,1.465753425,0.263013699,6.025239013,FALSE,1000051138,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1000051138,IGNORE,IGNORE,IGNORE,IGNORE,
1003619901,36 IN WHITE SEDGEWOOD COMBO,029B,22 - VANITIES,10 - VANITY COMBOS,21.38,38.75,39.25,120.219,38.75,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.309589041,0.230136986,5.825871613,FALSE,1003619901,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1003619901,IGNORE,IGNORE,IGNORE,IGNORE,
133614,2 CU FT VIGORO BROWN COLORED MULCH,028O,19 - MULCH,3 - WOOD MULCH,30,19,7,42,19,DFS,NC,BULK (Clamp),BK (Other),BK (Other),NONE,2.517808219,0.101369863,5.813689117,FALSE,133614,80,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,133614,IGNORE,IGNORE,IGNORE,IGNORE,
305175,RUBBERMAID HORIZONTAL STORAGE SHED,028I,21 - STORAGE BUILDINGS,5 - SMALL PLASTIC STORAGE,63.5,13.062,48.875,92.81,48.875,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.246575342,0.246575342,5.784636612,FALSE,305175,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,305175,IGNORE,IGNORE,IGNORE,IGNORE,
1004138208,"BANISTER 36"" WHITE VANITY -CLRPNT CO",029B,22 - VANITIES,10 - VANITY COMBOS,22.31,41.31,39.25,147.998,39.25,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.273972603,0.126027397,5.735322239,FALSE,1004138208,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004138208,IGNORE,IGNORE,IGNORE,IGNORE,
1002279740,"30"" X 30"" WALL CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,13.88,31.13,30.38,43,30.38,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.747945205,0.410958904,5.681753665,FALSE,1002279740,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002279740,IGNORE,IGNORE,IGNORE,IGNORE,
1003054978,UNDERSCORE 60 IN. LEFT-HAND DRAIN RE,029B,23 - TUBS AND SHOWERS,2 - TUBS,64,24,34.5,128,34.5,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.183561644,0.183561644,5.629223744,FALSE,1003054978,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1003054978,IGNORE,IGNORE,IGNORE,IGNORE,
1001404762,"JM R30 KF 24""X48"" BATT INSUL 88.00SF",22,4 - INSULATION,2 - FIBERGLASS BATTS,46.5,24.5,14.9,39.1,24.5,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.57260274,0.030136986,5.624902373,FALSE,1001404762,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1001404762,IGNORE,IGNORE,IGNORE,IGNORE,
1004168231,HUSKY 52IN 9-DRAWER MWB W/ADJ TOP BK,025T,11 - STORAGE DEVICES,6 - CHESTS/CABINETS,28.25,34.8,55.5,421.8,34.8,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.178082192,0.169863014,5.622991581,FALSE,1004168231,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004168231,IGNORE,IGNORE,IGNORE,IGNORE,
1003530853,CANDLESBY 60.25 IN. W X 18.87 IN. D,029B,22 - VANITIES,10 - VANITY COMBOS,21.94,21.94,63.38,228,21.94,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.315068493,0.315068493,5.562713837,FALSE,1003530853,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1003530853,IGNORE,IGNORE,IGNORE,IGNORE,
1005909463,3200 PSI RYOBI GPW KOHLER,028I,31 - PRESSURE WASHER,2 - RESIDENTIAL GAS,24.6,22.2,16.9,64.93,22.2,DFS,3-Deep,BULK (Clamp),,3-Deep,CP2,1.04109589,0.997260274,5.560601598,1,1005909463,4,16,N,,Y,0,Pallet Flow,2,1,1005909463,4,16,9229.428,42,
1000892398,VILLAGER WHTCAST IRON TUB RH 60X30,029B,23 - TUBS AND SHOWERS,2 - TUBS,62.3,20.2,32.5,343,32.5,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.232876712,0.232876712,5.511947853,FALSE,1000892398,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1000892398,IGNORE,IGNORE,IGNORE,IGNORE,
1003930502,ROSEDALE 42.50 IN. W X 18.75 IN. D B,029B,22 - VANITIES,10 - VANITY COMBOS,22.13,22.13,45.25,169.998,22.13,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.42739726,0.42739726,5.481121222,FALSE,1003930502,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1003930502,IGNORE,IGNORE,IGNORE,IGNORE,
1005205483,40 GAL GEN V PLUS HYBRID 10Y WIFI,026P,10 - WATER HEATERS,8 - ELECTRIC,26.56,65,28.13,174,28.13,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.191780822,0.191780822,5.38979934,FALSE,1005205483,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1005205483,IGNORE,IGNORE,IGNORE,IGNORE,
1003530851,CANDLESBY 60.25 IN. W X 18.8 IN. D V,029B,22 - VANITIES,10 - VANITY COMBOS,21.94,21.94,63.38,228,21.94,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.304109589,0.304109589,5.369228138,FALSE,1003530851,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1003530851,IGNORE,IGNORE,IGNORE,IGNORE,
1002279689,"24"" DRAWER BASE CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,24.38,25.88,35.63,60.999,25.88,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.410958904,0.257534247,5.346486223,FALSE,1002279689,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002279689,IGNORE,IGNORE,IGNORE,IGNORE,
1002279705,"18"" BASE CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,18.38,25.88,35.63,53.999,25.88,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.542465753,0.320547945,5.320521335,FALSE,1002279705,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002279705,IGNORE,IGNORE,IGNORE,IGNORE,
1005874029,PACKOUT 3-DRAWER TOOL BOX,025T,11 - STORAGE DEVICES,3 - TOOL BOXES & ORGANIZERS,22.2,14.3,16.1,22.14,16.1,DFC,3-Deep,CF,,3-Deep,CP2,1.794520548,1.646575342,5.307861539,1,1005874029,5,29,N,,N,0,Pallet Flow,2,1,1005874029,5,29,5111.106,76,
1001404757,"JM R19 KF 23""X93"" BATT INS 133.68SF",22,4 - INSULATION,2 - FIBERGLASS BATTS,17,24,48,38.6,24,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.465753425,0.019178082,5.278538813,FALSE,1001404757,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1001404757,IGNORE,IGNORE,IGNORE,IGNORE,
1000532601,HDX 35IN RESIN TALL CABINET LT GRY,059S,16 - GARAGE/GENERAL ORGANIZE,9 - PLASTIC CABINETS,35.3,19.5,21.2,50.4,21.2,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.624657534,0.597260274,5.275254566,FALSE,1000532601,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1000532601,IGNORE,IGNORE,IGNORE,IGNORE,
1003430744,RIDGID 6 GAL WET/DRY VAC,025T,14 - WET DRY VACS,12 - MID CAPACITY,17.7,17.1,17.7,15.16,17.7,DFS,3-Deep,SR-CON,,3-Deep,CP2,1.671232877,0.805479452,5.181265839,1,1003430744,6,28,N,,Y,0,Pallet Flow,2,1,1003430744,6,28,5357.259,72,
1004757138,SUNCAST TALL BASE CABINET,059S,16 - GARAGE/GENERAL ORGANIZE,9 - PLASTIC CABINETS,72.88,7.5,36,78,36,DFS,NC,D&P,,D&P,SR2,0.454794521,0.232876712,5.178972603,FALSE,1004757138,6,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1004757138,IGNORE,IGNORE,IGNORE,IGNORE,
1002279772,"24"" X 30"" WALL CABINET-CWH",029B,25 - IN STOCK KITCHEN & ACCES,2 - ASMBLD FINISHED CABINETS,13.88,31.13,24.38,37,24.38,DFS,NC,BULK (Clamp),BULK (Clamp),BULK (Clamp),BK3,0.846575342,0.435616438,5.160884799,FALSE,1002279772,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002279772,IGNORE,IGNORE,IGNORE,IGNORE,
1002751097,EXTRA DEEP 46 IN. 9-DRAWER MOBILE PR,025T,11 - STORAGE DEVICES,6 - CHESTS/CABINETS,50.5,34.3,28.8,268.397,34.3,DFC,NC,BULK (PJ),,BULK (PJ),BK1,0.178082192,0.164383562,5.141084475,FALSE,1002751097,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1002751097,IGNORE,IGNORE,IGNORE,IGNORE,
1004556576,"HONDA 21"" STEEL DECK W/ SMART DRIVE",028I,35 - WALKS,22 - SELF PROPELLED GAS MOWER,23.75,19.5,44.25,92.2,23.75,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.432876712,0.339726027,5.133717715,FALSE,1004556576,5,See Con,N,,Y,2,IGNORE,IGNORE,IGNORE,1004556576,IGNORE,IGNORE,IGNORE,IGNORE,
1004872796,"EVERDEAN 30"" PEARL GRAY VANITY COMBO",029B,22 - VANITIES,10 - VANITY COMBOS,20.94,39,32.25,107.999,32.25,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.334246575,0.180821918,5.094413955,FALSE,1004872796,5,See Con,N,,N,2,IGNORE,IGNORE,IGNORE,1004872796,IGNORE,IGNORE,IGNORE,IGNORE,
